member_id,gender,age,prefecture_code,join_date,leave_date,member_rank,annual_spend,has_spouse,email_optin,registration_channel
M0000032,9,37,40,2016-09-26,,BRONZE,22429,0,1,APP
M0000033,1,42,14,2010-08-11,,SILVER,563326,0,1,WEB
M0000034,1,82,23,2011-06-11,,SILVER,142098,1,1,PHONE
M0000035,2,17,18,2012-02-14,,BRONZE,9442,0,1,PHONE
M0000036,1,65,40,2016-12-07,,PLATINUM,829081,1,1,STORE
M0000037,1,43,28,2017-05-30,,BRONZE,20824,1,0,STORE
M0000038,2,47,44,2015-08-24,2018-10-31,BRONZE,54076,0,0,WEB
M0000039,1,42,23,2019-12-04,,BRONZE,99304,1,1,STORE
M0000040,2,48,36,2021-07-12,,SILVER,175268,1,1,APP
M0000041,1,37,20,2021-08-29,,GOLD,638770,0,1,STORE
M0000042,2,65,13,2019-04-07,,BRONZE,28710,0,1,STORE
M0000043,2,32,11,2018-09-24,,PLATINUM,1012184,0,1,STORE
M0000044,1,59,06,2017-11-12,,SILVER,111546,0,1,WEB
M0000045,2,29,46,2013-10-22,,PLATINUM,1915090,1,0,PHONE
M0000046,2,39,11,2017-10-16,,GOLD,636812,1,1,WEB
M0000047,1,22,13,2010-03-01,,GOLD,347636,1,0,WEB
M0000048,1,48,28,2025-06-18,,SILVER,343604,0,1,WEB
M0000049,2,65,13,2015-12-03,,BRONZE,127598,0,1,APP
M0000050,1,39,16,2022-02-06,,BRONZE,30258,1,1,APP
M0000051,1,37,23,2025-04-22,,SILVER,136081,1,1,WEB
M0000052,1,21,09,2017-12-14,,BRONZE,33861,0,1,WEB
M0000053,2,36,32,2023-10-16,,SILVER,190740,1,1,STORE
M0000054,2,41,01,2017-09-01,,BRONZE,23484,0,1,WEB
M0000055,2,24,01,2012-02-13,,GOLD,272836,1,1,APP
M0000056,2,44,16,2010-06-04,,BRONZE,100039,0,1,WEB
M0000057,2,62,29,2012-03-03,,PLATINUM,798849,1,1,STORE
M0000058,2,88,32,2025-01-30,,BRONZE,151958,1,1,WEB
M0000059,1,30,13,2017-08-08,,BRONZE,14567,1,0,STORE
M0000060,1,64,28,2015-02-09,2022-06-01,GOLD,296674,0,1,STORE
M0000061,2,44,27,2017-02-19,,GOLD,629162,1,1,WEB
M0000062,2,37,31,2014-02-04,2016-03-29,SILVER,107885,1,1,WEB
M0000063,2,47,12,2023-12-06,,PLATINUM,560453,1,1,WEB
M0000064,2,41,11,2025-12-28,,BRONZE,39241,0,1,WEB
M0000065,2,42,27,2011-05-12,,GOLD,442477,0,1,PHONE
M0000066,2,33,14,2021-07-02,,BRONZE,121191,0,1,WEB
M0000067,2,16,06,2015-05-16,,SILVER,304932,0,1,WEB
M0000068,1,50,27,2010-10-04,,BRONZE,18159,0,1,WEB
M0000069,1,51,13,2024-10-03,,BRONZE,74344,1,0,APP
M0000070,1,35,34,2010-12-28,,SILVER,356295,0,0,PHONE
M0000071,1,30,17,2013-04-18,,SILVER,196866,1,1,APP
M0000072,1,40,27,2010-05-30,,BRONZE,117572,1,1,STORE
M0000073,2,54,14,2017-07-17,2020-07-25,PLATINUM,650767,0,1,APP
M0000074,1,43,44,2019-08-06,2025-12-31,SILVER,112308,0,1,STORE
M0000075,1,29,07,2015-02-18,,BRONZE,52814,0,1,APP
M0000076,1,61,01,2011-02-23,,SILVER,366410,1,1,APP
M0000077,1,67,14,2011-11-10,2016-10-31,BRONZE,62470,0,1,WEB
M0000078,2,48,14,2024-12-07,,BRONZE,171512,0,1,STORE
M0000079,2,57,13,2022-11-23,2025-12-31,SILVER,166559,0,1,WEB
M0000080,2,61,09,2024-12-28,,BRONZE,166235,1,0,WEB
M0000081,2,59,13,2018-06-30,,BRONZE,47878,1,0,APP
M0000082,1,50,13,2018-09-27,,SILVER,115090,0,1,WEB
M0000083,2,50,09,2022-07-30,,BRONZE,34445,0,1,APP
M0000084,1,49,42,2019-11-13,,GOLD,296123,0,1,PHONE
M0000085,1,21,16,2016-12-25,,GOLD,183490,0,1,STORE
M0000086,1,52,11,2014-09-02,2024-07-19,BRONZE,26260,1,1,WEB
M0000087,2,17,23,2017-10-08,,SILVER,58008,0,0,STORE
M0000088,2,26,11,2011-01-09,,BRONZE,99077,0,1,APP
M0000089,1,62,14,2013-01-29,,SILVER,123078,1,1,WEB
M0000090,2,54,23,2021-10-19,,BRONZE,19140,1,0,WEB
M0000091,1,65,11,2023-11-21,2025-12-31,PLATINUM,1449208,1,1,STORE
M0000092,2,35,01,2011-08-18,,BRONZE,41897,0,1,PHONE
M0000093,1,20,35,2011-07-21,,SILVER,77312,0,0,WEB
M0000094,1,36,47,2011-05-15,,BRONZE,53726,0,0,WEB
M0000095,1,42,13,2022-08-31,,BRONZE,35160,1,1,PHONE
M0000096,2,41,40,2014-12-24,,SILVER,146483,1,0,WEB
M0000097,1,59,27,2015-03-25,,SILVER,290186,1,1,WEB
M0000098,1,34,14,2010-03-14,,PLATINUM,732139,1,1,STORE
M0000099,1,46,14,2025-07-24,2025-12-31,BRONZE,60819,0,1,WEB
M0000100,9,23,13,2016-12-11,,BRONZE,240817,0,0,WEB
M0000101,2,48,17,2022-10-05,2025-12-31,BRONZE,45920,1,0,STORE
M0000102,2,40,23,2021-04-28,,BRONZE,36864,0,1,APP
M0000103,1,27,37,2012-04-08,,GOLD,627648,0,1,STORE
M0000104,9,36,13,2022-10-28,,GOLD,361599,0,0,WEB
M0000105,2,37,13,2018-10-21,,GOLD,513578,0,1,STORE
M0000106,2,35,40,2019-09-02,,BRONZE,101774,0,1,STORE
M0000107,1,70,13,2013-03-16,,BRONZE,50260,1,0,APP
M0000108,1,38,27,2023-07-21,,SILVER,165773,1,1,APP
M0000109,1,36,46,2024-11-27,,BRONZE,136942,1,1,APP
M0000110,2,24,27,2016-07-03,,SILVER,191143,0,1,APP
M0000111,2,25,27,2011-06-25,,BRONZE,56109,0,1,APP
M0000112,1,36,28,2023-08-01,,BRONZE,42019,1,0,WEB
M0000113,1,28,23,2024-03-13,,GOLD,738876,1,1,PHONE
M0000114,2,63,28,2018-02-07,,BRONZE,12193,0,1,APP
M0000115,1,37,40,2019-04-08,,PLATINUM,617421,1,1,WEB
M0000116,2,62,25,2013-07-27,,BRONZE,13677,1,1,WEB
M0000117,2,41,13,2011-01-30,,BRONZE,13833,1,1,STORE
M0000118,2,41,11,2025-02-08,,BRONZE,65207,1,1,STORE
M0000119,1,38,05,2017-09-23,,BRONZE,19268,1,1,APP
M0000120,2,40,32,2014-05-26,,SILVER,139303,1,1,STORE
M0000121,2,69,40,2021-02-03,,BRONZE,102351,1,1,WEB
M0000122,2,47,28,2010-06-03,,SILVER,206624,1,1,WEB
M0000123,1,47,13,2011-04-13,,GOLD,266581,0,1,APP
M0000124,1,31,13,2013-11-19,,BRONZE,51070,1,1,WEB
M0000125,1,40,13,2017-03-18,,BRONZE,42144,1,1,APP
M0000126,2,52,09,2015-11-13,,BRONZE,27697,1,1,WEB
M0000127,1,48,14,2012-12-30,,GOLD,441948,1,1,STORE
M0000128,1,33,09,2015-08-16,,SILVER,522575,0,0,STORE
M0000129,1,57,13,2015-05-06,2024-08-15,BRONZE,77293,0,1,WEB
M0000130,2,58,31,2018-05-25,,SILVER,168019,0,0,APP
M0000131,1,43,26,2019-01-02,,SILVER,242386,1,0,APP
M0000132,2,56,13,2024-02-17,,BRONZE,28471,1,1,WEB
M0000133,2,45,13,2022-11-28,,BRONZE,25085,1,1,WEB
M0000134,1,30,13,2014-09-05,2021-08-06,PLATINUM,1197529,0,1,APP
M0000135,2,52,30,2024-06-11,,BRONZE,114878,1,1,APP
M0000136,1,42,27,2018-05-02,,BRONZE,64088,0,1,STORE
M0000137,9,40,28,2013-01-01,,BRONZE,42418,1,1,APP
M0000138,2,65,11,2015-06-11,,SILVER,77714,1,0,WEB
M0000139,2,20,21,2021-11-13,,BRONZE,62670,0,1,WEB
M0000140,1,16,23,2023-02-24,2025-12-31,BRONZE,35220,0,0,APP
M0000141,2,20,23,2015-12-27,2021-04-02,BRONZE,52300,0,0,APP
M0000142,2,34,46,2012-07-10,,SILVER,427678,1,1,APP
M0000143,2,36,13,2013-01-26,,BRONZE,28226,0,0,WEB
M0000144,2,43,26,2011-08-28,,GOLD,420300,1,0,STORE
M0000145,2,23,13,2021-03-07,,BRONZE,170402,0,1,APP
M0000146,1,25,11,2018-01-18,,BRONZE,33324,0,1,WEB
M0000147,1,82,34,2017-03-21,,PLATINUM,707268,1,1,STORE
M0000148,2,71,02,2020-10-01,2024-08-20,GOLD,445245,1,1,STORE
M0000149,1,33,04,2023-04-05,,BRONZE,148596,1,1,WEB
M0000150,1,34,27,2022-09-24,,GOLD,738715,0,1,WEB
M0000151,2,20,40,2012-03-12,,SILVER,126036,0,1,WEB
M0000152,2,57,40,2019-06-08,,BRONZE,43808,0,0,PHONE
M0000153,1,38,23,2024-02-14,,GOLD,264401,0,1,WEB
M0000154,2,23,11,2022-05-20,,GOLD,452154,0,1,WEB
M0000155,1,39,14,2015-04-10,2021-12-08,BRONZE,87970,1,1,WEB
M0000156,2,53,14,2016-04-13,,SILVER,338182,0,0,WEB
M0000157,1,27,27,2024-03-30,,BRONZE,83595,1,1,WEB
M0000158,2,43,40,2010-07-12,,BRONZE,111589,0,1,STORE
M0000159,2,46,13,2018-05-29,2021-08-30,PLATINUM,684039,1,1,WEB
M0000160,2,47,32,2011-11-10,,SILVER,188054,1,1,WEB
M0000161,1,18,01,2024-04-24,,SILVER,217231,0,0,WEB
M0000162,2,55,13,2010-08-15,2017-06-06,SILVER,279730,1,1,STORE
M0000163,1,26,05,2010-05-17,,SILVER,159508,1,1,WEB
M0000164,1,51,29,2015-04-07,,BRONZE,27760,1,1,STORE
M0000165,2,40,27,2013-03-15,,PLATINUM,1238653,1,0,APP
M0000166,1,17,13,2017-12-05,2025-12-31,SILVER,241675,0,0,APP
M0000167,2,35,13,2014-10-17,,SILVER,136842,1,1,WEB
M0000168,2,46,13,2015-09-14,,SILVER,295091,1,0,APP
M0000169,1,50,17,2019-01-15,,BRONZE,106162,1,1,APP
M0000170,9,38,46,2018-12-21,2024-09-18,BRONZE,182095,0,0,WEB
M0000171,1,66,13,2024-12-16,,BRONZE,35460,1,0,STORE
M0000172,2,57,15,2017-09-09,2022-04-11,BRONZE,51230,1,1,APP
M0000173,1,36,13,2019-01-11,,SILVER,164550,1,1,WEB
M0000174,2,53,01,2020-11-05,,GOLD,679840,1,1,WEB
M0000175,1,73,16,2012-10-15,2014-04-08,BRONZE,29462,1,1,STORE
M0000176,1,73,14,2020-09-02,,BRONZE,33348,1,1,WEB
M0000177,1,19,13,2023-10-17,2025-12-31,SILVER,190557,0,1,PHONE
M0000178,9,24,01,2015-02-02,2021-09-30,BRONZE,132539,0,1,WEB
M0000179,2,65,47,2012-11-08,,GOLD,355021,1,1,WEB
M0000180,2,22,27,2015-07-17,,BRONZE,19805,0,1,WEB
M0000181,2,18,27,2014-05-27,2020-03-07,BRONZE,20685,0,1,WEB
M0000182,2,32,13,2019-05-13,,BRONZE,154417,0,1,APP
M0000183,2,47,28,2023-10-27,,PLATINUM,812065,1,1,APP
M0000184,1,38,01,2019-07-18,,BRONZE,77417,0,0,PHONE
M0000185,2,29,20,2012-01-04,,SILVER,158748,0,0,STORE
M0000186,2,29,16,2015-01-14,2020-04-19,BRONZE,220585,1,1,STORE
M0000187,1,28,34,2021-01-11,,BRONZE,36478,0,1,WEB
M0000188,1,25,22,2015-04-15,,GOLD,425927,1,1,WEB
M0000189,2,79,27,2019-05-20,,BRONZE,38235,1,0,PHONE
M0000190,1,45,28,2021-02-07,,BRONZE,31486,0,1,STORE
M0000191,2,55,14,2015-04-08,,SILVER,205061,0,0,STORE
M0000192,1,32,14,2020-05-11,,GOLD,531991,1,1,STORE
M0000193,1,37,39,2016-05-15,2019-06-02,BRONZE,55276,1,1,APP
M0000194,2,28,04,2012-02-29,,BRONZE,14442,0,1,WEB
M0000195,1,38,45,2015-12-16,,PLATINUM,1595792,1,0,APP
M0000196,1,17,40,2017-01-21,2023-08-14,SILVER,81801,0,0,APP
M0000197,2,32,23,2010-01-14,2013-03-05,GOLD,516551,0,1,APP
M0000198,2,29,23,2024-04-13,,GOLD,568038,0,1,WEB
M0000199,1,20,13,2018-06-12,,SILVER,181082,1,1,WEB
M0000200,1,63,27,2010-08-01,,BRONZE,68647,1,0,STORE
M0000201,2,39,23,2023-11-21,,BRONZE,62706,0,1,APP
M0000202,9,62,13,2023-09-07,,SILVER,173798,1,0,PHONE
M0000203,2,47,39,2010-03-12,,SILVER,152664,1,1,STORE
M0000204,1,53,13,2012-08-11,,PLATINUM,967783,1,1,WEB
M0000205,1,25,27,2015-10-28,,SILVER,194572,0,1,WEB
M0000206,1,49,17,2018-02-12,,BRONZE,48026,1,1,STORE
M0000207,1,52,13,2021-08-12,,SILVER,213860,0,0,WEB
M0000208,2,30,35,2016-10-15,,SILVER,146957,1,0,STORE
M0000209,1,50,09,2019-10-15,,BRONZE,38045,0,0,APP
M0000210,2,50,13,2010-03-01,,GOLD,563270,1,1,WEB
M0000211,2,31,05,2020-07-15,,SILVER,187530,1,0,WEB
M0000212,2,21,12,2024-08-24,,BRONZE,21382,0,1,WEB
M0000213,1,20,16,2018-06-03,,SILVER,96776,0,1,WEB
M0000214,2,41,25,2017-04-12,2024-08-02,SILVER,646248,1,1,APP
M0000215,2,46,08,2014-10-03,,GOLD,303827,0,1,WEB
M0000216,2,27,28,2025-04-08,,BRONZE,83215,0,1,WEB
M0000217,1,40,14,2010-07-14,,SILVER,339637,0,1,WEB
M0000218,1,50,06,2014-08-03,,SILVER,229262,1,1,WEB
M0000219,2,51,43,2012-03-21,2015-05-30,SILVER,359378,1,1,APP
M0000220,1,66,28,2023-11-11,,BRONZE,18723,1,1,STORE
M0000221,1,62,02,2017-09-21,,GOLD,568406,1,1,STORE
M0000222,2,23,11,2024-10-04,,GOLD,574108,0,0,STORE
M0000223,2,69,16,2020-08-23,,SILVER,63192,0,1,WEB
M0000224,9,31,47,2018-11-29,,SILVER,55672,1,1,STORE
M0000225,1,58,13,2018-04-13,,BRONZE,71547,0,0,WEB
M0000226,2,41,27,2013-03-30,,SILVER,163804,0,0,PHONE
M0000227,1,33,23,2018-12-29,,BRONZE,213607,1,0,WEB
M0000228,2,48,23,2020-12-18,,SILVER,100387,0,0,STORE
M0000229,2,37,28,2025-06-12,,BRONZE,141442,1,0,WEB
M0000230,1,43,13,2018-10-14,,SILVER,177685,1,1,APP
M0000231,1,56,40,2025-01-08,,BRONZE,17434,1,0,WEB
M0000232,1,66,28,2025-02-10,,SILVER,188411,1,0,PHONE
M0000233,9,26,28,2018-05-12,,SILVER,316880,0,1,WEB
M0000234,2,45,12,2017-01-11,,BRONZE,34340,0,0,APP
M0000235,2,28,08,2012-04-13,2013-12-01,BRONZE,67157,0,0,APP
M0000236,2,29,12,2014-04-19,,GOLD,484773,0,0,WEB
M0000237,2,53,20,2024-01-25,,SILVER,113203,1,0,WEB
M0000238,2,39,01,2012-03-19,,BRONZE,47600,1,1,WEB
M0000239,1,70,23,2016-05-09,,BRONZE,15957,1,1,APP
M0000240,1,32,01,2021-03-06,,BRONZE,65480,1,1,APP
M0000241,2,57,13,2013-11-07,,SILVER,244235,0,0,WEB
M0000242,2,42,27,2025-08-02,,SILVER,201444,1,0,WEB
M0000243,1,54,23,2020-05-23,2025-02-04,BRONZE,49651,1,0,WEB
M0000244,2,32,32,2010-06-15,,SILVER,237953,1,0,WEB
M0000245,2,39,04,2013-12-15,,SILVER,154228,1,0,STORE
M0000246,2,38,13,2021-11-06,,GOLD,247543,0,1,WEB
M0000247,2,26,01,2023-10-24,,BRONZE,190957,0,0,WEB
M0000248,1,51,27,2024-10-30,,BRONZE,41878,1,1,APP
M0000249,1,51,10,2023-08-15,,BRONZE,113253,1,1,APP
M0000250,1,50,25,2011-03-14,,BRONZE,20595,0,1,APP
M0000251,2,66,01,2021-09-04,,BRONZE,20695,1,1,WEB
M0000252,2,65,01,2011-10-06,,BRONZE,70433,1,1,PHONE
M0000253,2,34,14,2011-03-24,,BRONZE,106765,0,1,STORE
M0000254,1,46,11,2021-01-26,,SILVER,399369,1,1,STORE
M0000255,1,29,31,2017-08-26,,BRONZE,25581,0,0,WEB
M0000256,2,40,09,2020-05-14,,SILVER,189912,1,1,APP
M0000257,2,30,23,2023-08-17,,BRONZE,50850,1,1,STORE
M0000258,1,68,40,2011-02-07,,SILVER,412770,0,1,APP
M0000259,1,46,13,2018-06-10,,BRONZE,19009,1,1,APP
M0000260,2,36,13,2023-05-09,,GOLD,429813,0,1,APP
M0000261,1,60,27,2017-01-17,,GOLD,486390,1,1,APP
M0000262,2,51,40,2018-05-17,,BRONZE,44043,1,0,PHONE
M0000263,1,42,41,2017-12-19,,SILVER,134710,1,1,WEB
M0000264,1,54,23,2024-07-07,,BRONZE,89826,1,0,WEB
M0000265,2,41,27,2010-10-19,2017-06-29,SILVER,289957,1,1,APP
M0000266,1,44,13,2024-01-18,,BRONZE,36876,1,0,STORE
M0000267,1,17,14,2023-01-23,,BRONZE,29401,0,0,STORE
M0000268,1,40,24,2023-01-01,,BRONZE,22673,0,1,APP
M0000269,1,74,40,2016-08-06,,GOLD,241988,1,1,STORE
M0000270,1,54,18,2018-04-03,,BRONZE,31759,0,1,APP
M0000271,1,43,21,2015-11-27,,SILVER,194121,1,1,WEB
M0000272,1,33,13,2014-01-10,,BRONZE,171177,1,1,APP
M0000273,1,33,01,2024-01-04,,BRONZE,52619,1,1,WEB
M0000274,2,54,43,2018-02-04,,BRONZE,24789,0,0,STORE
M0000275,2,44,40,2021-07-29,2025-12-31,GOLD,389628,1,0,APP
M0000276,1,54,13,2011-08-13,,GOLD,256083,1,1,WEB
M0000277,1,42,38,2022-08-16,,BRONZE,40112,1,1,WEB
M0000278,2,29,33,2020-07-17,,SILVER,169770,0,1,WEB
M0000279,2,20,23,2025-12-18,,BRONZE,13075,0,1,STORE
M0000280,2,24,28,2012-02-22,,BRONZE,19668,0,0,STORE
M0000281,1,41,27,2018-08-22,,SILVER,274369,0,1,WEB
M0000282,1,53,24,2018-03-07,,BRONZE,129575,1,1,APP
M0000283,1,50,23,2018-08-13,,BRONZE,45254,1,1,WEB
M0000284,1,53,13,2010-11-14,,SILVER,172213,1,1,STORE
M0000285,2,36,04,2017-07-27,,BRONZE,187829,0,1,STORE
M0000286,1,55,42,2014-10-17,,GOLD,573733,1,1,WEB
M0000287,1,23,25,2019-11-17,,SILVER,42275,0,1,WEB
M0000288,1,61,27,2013-09-18,,GOLD,408753,1,1,PHONE
M0000289,2,26,13,2016-12-17,2021-02-19,SILVER,43245,0,0,APP
M0000290,1,34,41,2019-12-03,,GOLD,232976,0,1,WEB
M0000291,2,20,39,2011-01-10,2017-07-23,BRONZE,37417,0,0,APP
M0000292,1,54,23,2022-08-03,,SILVER,377862,1,1,STORE
M0000293,2,29,12,2021-06-14,,SILVER,369979,0,1,WEB
M0000294,1,47,11,2010-12-01,,GOLD,517927,1,0,APP
M0000295,2,50,40,2011-01-14,,BRONZE,48756,1,1,STORE
M0000296,2,71,13,2023-08-10,,SILVER,436797,1,1,WEB
M0000297,9,37,13,2014-07-14,,GOLD,439942,0,1,APP
M0000298,2,46,27,2023-10-10,,BRONZE,78308,1,0,WEB
M0000299,2,15,26,2017-12-27,,GOLD,387276,0,0,WEB
M0000300,2,60,13,2015-06-24,,BRONZE,7700,1,1,WEB
M0000301,2,27,27,2014-05-18,,BRONZE,57713,0,1,APP
M0000302,1,30,28,2020-07-18,,SILVER,198255,1,1,APP
M0000303,2,40,27,2011-10-04,,BRONZE,48315,0,1,PHONE
M0000304,2,61,13,2016-06-10,,BRONZE,120269,1,1,WEB
M0000305,2,44,28,2015-07-15,,BRONZE,98229,1,1,APP
M0000306,2,56,40,2012-06-20,2019-08-26,BRONZE,22611,1,0,STORE
M0000307,1,45,01,2015-08-24,,GOLD,384766,1,1,WEB
M0000308,2,66,37,2018-06-17,,GOLD,277588,1,0,WEB
M0000309,1,38,13,2020-11-03,,SILVER,104794,1,0,APP
M0000310,1,53,37,2011-05-20,,BRONZE,119286,1,0,WEB
M0000311,2,44,36,2023-12-17,,SILVER,162151,0,1,STORE
M0000312,1,22,25,2024-01-21,,GOLD,264480,0,1,STORE
M0000313,1,55,12,2021-01-26,,SILVER,201146,0,1,WEB
M0000314,1,45,01,2024-10-15,,BRONZE,41613,1,1,PHONE
M0000315,1,47,12,2016-11-05,,BRONZE,26547,1,1,APP
M0000316,1,72,05,2023-02-23,,GOLD,308419,1,1,STORE
M0000317,1,48,13,2021-08-21,,GOLD,453401,1,1,APP
M0000318,2,51,43,2019-01-01,,BRONZE,57397,1,1,STORE
M0000319,1,86,28,2012-11-15,,GOLD,334205,1,0,APP
M0000320,2,36,19,2018-12-03,,BRONZE,43384,1,0,WEB
M0000321,2,26,40,2024-06-03,,BRONZE,146782,1,1,STORE
M0000322,2,47,13,2025-10-03,,GOLD,416947,1,0,WEB
M0000323,1,47,23,2017-03-03,,SILVER,120880,1,1,STORE
M0000324,2,31,23,2013-12-19,,BRONZE,63463,0,1,STORE
M0000325,2,22,11,2021-12-17,,GOLD,303924,0,0,WEB
M0000326,2,79,14,2011-03-20,,GOLD,273694,1,1,PHONE
M0000327,2,46,27,2012-06-01,,BRONZE,57742,1,1,WEB
M0000328,2,28,23,2018-12-28,,SILVER,456051,0,1,WEB
M0000329,2,56,40,2025-11-04,,GOLD,1227012,1,1,WEB
M0000330,1,38,44,2015-04-06,,SILVER,612818,1,1,STORE
M0000331,2,36,13,2017-02-03,,PLATINUM,696347,0,1,WEB
M0000332,1,50,14,2015-02-27,,SILVER,254031,0,1,STORE
M0000333,2,18,14,2017-01-18,,BRONZE,75138,0,1,APP
M0000334,2,46,28,2010-02-11,,BRONZE,107451,1,1,WEB
M0000335,1,73,23,2019-07-08,,GOLD,281024,1,1,PHONE
M0000336,2,48,12,2019-07-17,2025-05-09,PLATINUM,1371362,1,0,WEB
M0000337,1,34,42,2015-01-19,,BRONZE,86535,0,0,STORE
M0000338,2,31,14,2014-03-24,,BRONZE,135050,1,1,WEB
M0000339,1,33,05,2022-03-09,,GOLD,359984,1,0,APP
M0000340,2,36,13,2013-01-02,,BRONZE,76562,1,1,APP
M0000341,1,34,27,2010-10-03,,BRONZE,56226,0,1,WEB
M0000342,9,56,11,2010-08-25,,GOLD,1680404,1,1,WEB
M0000343,2,88,13,2024-02-09,2025-12-31,GOLD,372776,1,1,WEB
M0000344,2,55,01,2015-10-31,,GOLD,259111,1,0,WEB
M0000345,2,34,04,2011-08-19,,SILVER,198917,1,0,PHONE
M0000346,2,46,15,2024-01-24,,BRONZE,119038,1,1,STORE
M0000347,2,21,23,2012-05-18,2016-04-10,GOLD,504304,0,1,STORE
M0000348,1,63,01,2015-05-22,,BRONZE,39880,1,1,PHONE
M0000349,2,61,40,2010-05-01,,BRONZE,43501,1,1,APP
M0000350,1,56,13,2020-11-12,,GOLD,312696,0,1,APP
M0000351,2,28,13,2021-03-10,,SILVER,104672,0,0,WEB
M0000352,1,54,12,2022-02-08,,GOLD,647340,0,0,WEB
M0000353,2,47,47,2014-03-18,,BRONZE,166855,1,0,WEB
M0000354,2,53,13,2015-04-02,,PLATINUM,647065,1,1,WEB
M0000355,2,40,28,2025-01-04,,SILVER,433345,1,1,WEB
M0000356,2,46,16,2023-02-23,2024-10-03,SILVER,207778,1,1,WEB
M0000357,2,49,25,2010-08-06,,GOLD,413585,1,0,WEB
M0000358,2,43,28,2021-01-26,2025-12-31,BRONZE,155613,1,1,STORE
M0000359,2,45,01,2023-01-02,,SILVER,173077,1,1,WEB
M0000360,2,65,06,2018-12-13,,SILVER,216239,1,1,WEB
M0000361,2,61,31,2020-03-28,,GOLD,320798,1,0,WEB
M0000362,1,35,13,2010-01-06,,GOLD,856551,0,0,STORE
M0000363,1,35,38,2010-06-25,,SILVER,149226,1,1,APP
M0000364,1,37,13,2010-07-25,,BRONZE,49715,0,1,APP
M0000365,2,31,26,2012-07-18,,BRONZE,36399,1,0,WEB
M0000366,1,42,13,2025-11-08,,PLATINUM,1155792,1,1,WEB
M0000367,2,61,27,2020-02-25,2022-11-10,PLATINUM,1265961,1,1,WEB
M0000368,2,22,13,2022-07-08,,PLATINUM,605825,0,1,WEB
M0000369,1,46,11,2014-09-24,,BRONZE,139246,1,1,WEB
M0000370,2,24,14,2025-01-01,,BRONZE,70047,1,1,PHONE
M0000371,2,29,13,2013-03-08,,GOLD,564425,0,0,WEB
M0000372,1,65,11,2024-06-09,,GOLD,564491,1,1,WEB
M0000373,1,31,40,2010-06-29,,BRONZE,62360,1,1,APP
M0000374,1,48,18,2010-04-30,,SILVER,215240,1,1,STORE
M0000375,1,64,35,2011-04-07,,BRONZE,33926,0,1,WEB
M0000376,1,72,12,2022-09-02,,SILVER,82646,1,1,WEB
M0000377,2,50,13,2014-02-13,,BRONZE,63068,0,1,PHONE
M0000378,1,37,14,2017-03-21,,BRONZE,49246,1,1,WEB
M0000379,1,50,37,2017-07-17,,BRONZE,31406,1,1,STORE
M0000380,2,16,13,2022-08-20,,GOLD,374855,0,0,APP
M0000381,2,60,40,2015-08-01,,SILVER,344420,1,1,WEB
M0000382,2,34,41,2010-02-09,2012-06-19,PLATINUM,747689,1,1,APP
M0000383,2,37,42,2016-03-08,,SILVER,189827,0,1,WEB
